"affy_hg_u133_plus_2","ensembl_gene_id","gene_biotype","external_gene_name","p_value"
"201763_s_at","ENSG00000206206","protein_coding","DAXX",NA
"201293_x_at","ENSG00000198618","processed_pseudogene","PPIAP22",NA
"1007_s_at","ENSG00000230456","protein_coding","DDR1",NA
"204670_x_at","ENSG00000206306","protein_coding","HLA-DRB1",NA
"203715_at","ENSG00000282984","protein_coding","TBCE",NA
"203714_s_at","ENSG00000282984","protein_coding","TBCE",NA
"202702_at","ENSG00000231641","protein_coding","TRIM26",NA
"203062_s_at","ENSG00000231135","protein_coding","MDC1",NA
"203061_s_at","ENSG00000231135","protein_coding","MDC1",NA
"203917_at","ENSG00000154639","protein_coding","CXADR",NA
"204522_at","ENSG00000234798","protein_coding","DXO",NA
"203476_at","ENSG00000283085","protein_coding","TPBG",NA
"204522_at","ENSG00000236765","protein_coding","DXO",NA
"202875_s_at","ENSG00000237344","protein_coding","PBX2",NA
"202876_s_at","ENSG00000237344","protein_coding","PBX2",NA
"201763_s_at","ENSG00000206279","protein_coding","DAXX",NA
"202810_at","ENSG00000185721","protein_coding","DRG1",NA
"204279_at","ENSG00000243067","protein_coding","PSMB9",NA
"204670_x_at","ENSG00000206240","protein_coding","HLA-DRB1",NA
"204795_at","ENSG00000206491","protein_coding","PRR3",NA
"201178_at","ENSG00000100225","protein_coding","FBXO7",NA
"200041_s_at","ENSG00000229496","protein_coding","DDX39B",NA
"204271_s_at","ENSG00000136160","protein_coding","EDNRB",NA
"204273_at","ENSG00000136160","protein_coding","EDNRB",NA
"202307_s_at","ENSG00000206297","protein_coding","TAP1",NA
"201390_s_at","ENSG00000228875","protein_coding","CSNK2B",NA
"203379_at","ENSG00000281877","protein_coding","RPS6KA1",NA
"203597_s_at","ENSG00000120688","protein_coding","WBP4",NA
"203598_s_at","ENSG00000120688","protein_coding","WBP4",NA
"203599_s_at","ENSG00000120688","protein_coding","WBP4",NA
"204775_at","ENSG00000159259","protein_coding","CHAF1B",NA
"203168_at","ENSG00000168468","protein_coding","ATF6B",NA
"204303_s_at","ENSG00000282825","protein_coding","CTIF",NA
"204302_s_at","ENSG00000282825","protein_coding","CTIF",NA
"200873_s_at","ENSG00000156261","protein_coding","CCT8",NA
"202723_s_at","ENSG00000150907","protein_coding","FOXO1",NA
"202724_s_at","ENSG00000150907","protein_coding","FOXO1",NA
"200750_s_at","ENSG00000227652","processed_pseudogene","RANP1",NA
"202326_at","ENSG00000206376","protein_coding","EHMT2",NA
"201137_s_at","ENSG00000237710","protein_coding","HLA-DPB1",NA
"200772_x_at","ENSG00000214182","transcribed_processed_pseudogene","PTMAP5",NA
"200773_x_at","ENSG00000214182","transcribed_processed_pseudogene","PTMAP5",NA
"201042_at","ENSG00000198959","protein_coding","TGM2",NA
"203196_at","ENSG00000125257","protein_coding","ABCC4",NA
"204279_at","ENSG00000240118","protein_coding","PSMB9",NA
"200602_at","ENSG00000142192","protein_coding","APP",NA
"204434_at","ENSG00000158480","protein_coding","SPATA2",NA
"204433_s_at","ENSG00000158480","protein_coding","SPATA2",NA
"203331_s_at","ENSG00000281614","protein_coding","INPP5D",NA
"203332_s_at","ENSG00000281614","protein_coding","INPP5D",NA
"203039_s_at","ENSG00000283447","protein_coding","NDUFS1",NA
"200868_s_at","ENSG00000124226","protein_coding","RNF114",NA
"200867_at","ENSG00000124226","protein_coding","RNF114",NA
"202667_s_at","ENSG00000224399","protein_coding","SLC39A7",NA
"204770_at","ENSG00000237599","protein_coding","TAP2",NA
"204769_s_at","ENSG00000237599","protein_coding","TAP2",NA
"202193_at","ENSG00000182541","protein_coding","LIMK2",NA
"204061_at","ENSG00000183943","protein_coding","PRKX",NA
"204060_s_at","ENSG00000183943","protein_coding","PRKX",NA
"203448_s_at","ENSG00000173231","processed_pseudogene","TERF1P1",NA
"200705_s_at","ENSG00000283391","protein_coding","EEF1B2",NA
"201787_at","ENSG00000077942","protein_coding","FBLN1",NA
"202994_s_at","ENSG00000077942","protein_coding","FBLN1",NA
"202995_s_at","ENSG00000077942","protein_coding","FBLN1",NA
"204342_at","ENSG00000284468","protein_coding","SLC25A24",NA
"203290_at","ENSG00000206305","protein_coding","HLA-DQA1",NA
"203746_s_at","ENSG00000004961","protein_coding","HCCS",NA
"203745_at","ENSG00000004961","protein_coding","HCCS",NA
"200601_at","ENSG00000282844","protein_coding","ACTN4",NA
"204272_at","ENSG00000282992","protein_coding","LGALS4",NA
"200789_at","ENSG00000282853","protein_coding","ECH1",NA
"203624_at","ENSG00000197976","protein_coding","AKAP17A",NA
"204799_at","ENSG00000100426","protein_coding","ZBED4",NA
"202072_at","ENSG00000282832","protein_coding","",NA
"202072_at","ENSG00000282947","protein_coding","HNRNPL",NA
"201217_x_at","ENSG00000100316","protein_coding","RPL3",NA
"201271_s_at","ENSG00000125970","protein_coding","RALY",NA
"204315_s_at","ENSG00000075218","protein_coding","GTSE1",NA
"204318_s_at","ENSG00000075218","protein_coding","GTSE1",NA
"204145_at","ENSG00000283153","protein_coding","FRG1",NA
"204331_s_at","ENSG00000283018","protein_coding","MRPS12",NA
"204330_s_at","ENSG00000283018","protein_coding","MRPS12",NA
"204554_at","ENSG00000132825","protein_coding","PPP1R3D",NA
"204555_s_at","ENSG00000132825","protein_coding","PPP1R3D",NA
"201569_s_at","ENSG00000100347","protein_coding","SAMM50",NA
"201570_at","ENSG00000100347","protein_coding","SAMM50",NA
"204145_at","ENSG00000283630","protein_coding","FRG1",NA
"201114_x_at","ENSG00000101182","protein_coding","PSMA7",NA
"201704_at","ENSG00000197586","protein_coding","ENTPD6",NA
"202795_x_at","ENSG00000100106","protein_coding","TRIOBP",NA
"200818_at","ENSG00000241837","protein_coding","ATP5PO",NA
"203860_at","ENSG00000175198","protein_coding","PCCA",NA
"204673_at","ENSG00000284971","protein_coding","MUC2",NA
"204194_at","ENSG00000156273","protein_coding","BACH1",NA
"203690_at","ENSG00000126216","protein_coding","TUBGCP3",NA
"201329_s_at","ENSG00000157557","protein_coding","ETS2",NA
"201328_at","ENSG00000157557","protein_coding","ETS2",NA
"202725_at","ENSG00000284832","protein_coding","POLR2A",NA
"201360_at","ENSG00000101439","protein_coding","CST3",NA
"200809_x_at","ENSG00000185834","processed_pseudogene","RPL12P4",NA
"200088_x_at","ENSG00000185834","processed_pseudogene","RPL12P4",NA
"204145_at","ENSG00000149531","unprocessed_pseudogene","FRG1BP",NA
"201509_at","ENSG00000101365","protein_coding","IDH3B",NA
"201535_at","ENSG00000122042","protein_coding","UBL3",NA
"201534_s_at","ENSG00000122042","protein_coding","UBL3",NA
"202549_at","ENSG00000124164","protein_coding","VAPB",NA
"202550_s_at","ENSG00000124164","protein_coding","VAPB",NA
"200736_s_at","ENSG00000197582","processed_pseudogene","GPX1P1",NA
"202599_s_at","ENSG00000180530","protein_coding","NRIP1",NA
"202600_s_at","ENSG00000180530","protein_coding","NRIP1",NA
"200818_at","ENSG00000249209","protein_coding","",NA
"202610_s_at","ENSG00000180182","protein_coding","MED14",NA
"202611_s_at","ENSG00000180182","protein_coding","MED14",NA
"202612_s_at","ENSG00000180182","protein_coding","MED14",NA
"201423_s_at","ENSG00000139842","protein_coding","CUL4A",NA
"201424_s_at","ENSG00000139842","protein_coding","CUL4A",NA
"201032_at","ENSG00000166619","protein_coding","BLCAP",NA
"204239_s_at","ENSG00000053438","protein_coding","NNAT",NA
"201031_s_at","ENSG00000284254","protein_coding","HNRNPH1",NA
"200068_s_at","ENSG00000283777","protein_coding","CANX",NA
"201910_at","ENSG00000152767","protein_coding","FARP1",NA
"201911_s_at","ENSG00000152767","protein_coding","FARP1",NA
"202360_at","ENSG00000283780","protein_coding","MAML1",NA
"200834_s_at","ENSG00000171858","protein_coding","RPS21",NA
"200740_s_at","ENSG00000184900","protein_coding","SUMO3",NA
"200739_s_at","ENSG00000184900","protein_coding","SUMO3",NA
"200875_s_at","ENSG00000101361","protein_coding","NOP56",NA
"200874_s_at","ENSG00000101361","protein_coding","NOP56",NA
"200012_x_at","ENSG00000207051","snoRNA","SNORA27",NA
"203303_at","ENSG00000165169","protein_coding","DYNLT3",NA
"201471_s_at","ENSG00000284099","protein_coding","SQSTM1",NA
"204041_at","ENSG00000069535","protein_coding","MAOB",NA
"203659_s_at","ENSG00000204977","protein_coding","TRIM13",NA
"204787_at","ENSG00000155659","protein_coding","VSIG4",NA
"204866_at","ENSG00000102221","protein_coding","JADE3",NA
"202561_at","ENSG00000173273","protein_coding","TNKS",NA
"202671_s_at","ENSG00000160209","protein_coding","PDXK",NA
"200748_s_at","ENSG00000285319","processed_pseudogene","FTH1P2",NA
"201725_at","ENSG00000151465","protein_coding","CDC123",NA
"201201_at","ENSG00000160213","protein_coding","CSTB",NA
"203316_s_at","ENSG00000256968","processed_pseudogene","SNRPEP2",NA
"201444_s_at","ENSG00000182220","protein_coding","ATP6AP2",NA
"201443_s_at","ENSG00000182220","protein_coding","ATP6AP2",NA
"203680_at","ENSG00000284096","protein_coding","PRKAR2B",NA
"204765_at","ENSG00000284933","protein_coding","ARHGEF5",NA
"202792_s_at","ENSG00000100239","protein_coding","PPP6R2",NA
"202791_s_at","ENSG00000100239","protein_coding","PPP6R2",NA
"203629_s_at","ENSG00000284369","protein_coding","COG5",NA
"203630_s_at","ENSG00000284369","protein_coding","COG5",NA
"203919_at","ENSG00000171703","protein_coding","TCEA2",NA
"201736_s_at","ENSG00000145495","protein_coding","MARCHF6",NA
"201737_s_at","ENSG00000145495","protein_coding","MARCHF6",NA
"204462_s_at","ENSG00000147100","protein_coding","SLC16A2",NA
"201699_at","ENSG00000100519","protein_coding","PSMC6",NA
"203448_s_at","ENSG00000232186","processed_pseudogene","TERF1P7",NA
"204819_at","ENSG00000102302","protein_coding","FGD1",NA
"203519_s_at","ENSG00000151461","protein_coding","UPF2",NA
"204287_at","ENSG00000100321","protein_coding","SYNGR1",NA
"201281_at","ENSG00000130706","protein_coding","ADRM1",NA
"200838_at","ENSG00000285132","protein_coding","CTSB",NA
"200839_s_at","ENSG00000285132","protein_coding","CTSB",NA
"201976_s_at","ENSG00000145555","protein_coding","MYO10",NA
"203338_at","ENSG00000154001","protein_coding","PPP2R5E",NA
"204597_x_at","ENSG00000159167","protein_coding","STC1",NA
"204596_s_at","ENSG00000159167","protein_coding","STC1",NA
"204595_s_at","ENSG00000159167","protein_coding","STC1",NA
"203880_at","ENSG00000205105","processed_pseudogene","COX17P1",NA
"203548_s_at","ENSG00000175445","protein_coding","LPL",NA
"203549_s_at","ENSG00000175445","protein_coding","LPL",NA
"204438_at","ENSG00000260314","protein_coding","MRC1",NA
"200808_s_at","ENSG00000285443","protein_coding","ZYX",NA
"204195_s_at","ENSG00000160199","protein_coding","PKNOX1",NA
"200874_s_at","ENSG00000271798","snoRNA","SNORA51",NA
"201897_s_at","ENSG00000225976","processed_pseudogene","CKS1BP2",NA
"200875_s_at","ENSG00000226572","snoRNA","SNORD57",NA
"204200_s_at","ENSG00000100311","protein_coding","PDGFB",NA
"202071_at","ENSG00000124145","protein_coding","SDC4",NA
"203199_s_at","ENSG00000124275","protein_coding","MTRR",NA
"203200_s_at","ENSG00000124275","protein_coding","MTRR",NA
"202584_at","ENSG00000086102","protein_coding","NFX1",NA
"202585_s_at","ENSG00000086102","protein_coding","NFX1",NA
"204875_s_at","ENSG00000112699","protein_coding","GMDS",NA
"203966_s_at","ENSG00000100614","protein_coding","PPM1A",NA
"202414_at","ENSG00000270181","protein_coding","BIVM-ERCC5",NA
"202344_at","ENSG00000284774","protein_coding","HSF1",NA
"200806_s_at","ENSG00000213430","processed_pseudogene","HSPD1P1",NA
"200807_s_at","ENSG00000213430","processed_pseudogene","HSPD1P1",NA
"202177_at","ENSG00000183087","protein_coding","GAS6",NA
"1598_g_at","ENSG00000183087","protein_coding","GAS6",NA
"203669_s_at","ENSG00000285482","protein_coding","DGAT1",NA
"201530_x_at","ENSG00000229132","processed_pseudogene","EIF4A1P10",NA
"204905_s_at","ENSG00000124802","protein_coding","EEF1E1",NA
"202858_at","ENSG00000160201","protein_coding","U2AF1",NA
"204571_x_at","ENSG00000102309","protein_coding","PIN4",NA
"204572_s_at","ENSG00000102309","protein_coding","PIN4",NA
"201762_s_at","ENSG00000225131","processed_pseudogene","PSME2P2",NA
"203132_at","ENSG00000139687","protein_coding","RB1",NA
"203669_s_at","ENSG00000285428","miRNA","MIR6848",NA
"203565_s_at","ENSG00000020426","protein_coding","MNAT1",NA
"202096_s_at","ENSG00000100300","protein_coding","TSPO",NA
"202669_s_at","ENSG00000125266","protein_coding","EFNB2",NA
"202668_at","ENSG00000125266","protein_coding","EFNB2",NA
"200762_at","ENSG00000092964","protein_coding","DPYSL2",NA
"201293_x_at","ENSG00000214975","processed_pseudogene","PPIAP29",NA
"201614_s_at","ENSG00000284901","protein_coding","RUVBL1",NA
"201639_s_at","ENSG00000285049","protein_coding","CPSF1",NA
"201638_s_at","ENSG00000285049","protein_coding","CPSF1",NA
"202941_at","ENSG00000265257","lncRNA","",NA
"203126_at","ENSG00000141401","protein_coding","IMPA2",NA
"204557_s_at","ENSG00000134874","protein_coding","DZIP1",NA
"204556_s_at","ENSG00000134874","protein_coding","DZIP1",NA
"204014_at","ENSG00000120875","protein_coding","DUSP4",NA
"204015_s_at","ENSG00000120875","protein_coding","DUSP4",NA
"201311_s_at","ENSG00000131171","protein_coding","SH3BGRL",NA
"201312_s_at","ENSG00000131171","protein_coding","SH3BGRL",NA
"202221_s_at","ENSG00000100393","protein_coding","EP300",NA
"202930_s_at","ENSG00000136143","protein_coding","SUCLA2",NA
"201639_s_at","ENSG00000284918","miRNA","MIR939",NA
"200934_at","ENSG00000124795","protein_coding","DEK",NA
"203448_s_at","ENSG00000215102","processed_pseudogene","TERF1P4",NA
"202181_at","ENSG00000100647","protein_coding","SUSD6",NA
"204616_at","ENSG00000118939","protein_coding","UCHL3",NA
"202595_s_at","ENSG00000104660","protein_coding","LEPROTL1",NA
"202594_at","ENSG00000104660","protein_coding","LEPROTL1",NA
"204616_at","ENSG00000261553","lncRNA","",NA
"201740_at","ENSG00000285387","protein_coding","NDUFS3",NA
"203944_x_at","ENSG00000112763","protein_coding","BTN2A1",NA
"200858_s_at","ENSG00000240376","processed_pseudogene","",NA
"201089_at","ENSG00000147416","protein_coding","ATP6V1B2",NA
"201110_s_at","ENSG00000137801","protein_coding","THBS1",NA
"201109_s_at","ENSG00000137801","protein_coding","THBS1",NA
"201107_s_at","ENSG00000137801","protein_coding","THBS1",NA
"201108_s_at","ENSG00000137801","protein_coding","THBS1",NA
"202932_at","ENSG00000176105","protein_coding","YES1",NA
"202933_s_at","ENSG00000176105","protein_coding","YES1",NA
"204682_at","ENSG00000119681","protein_coding","LTBP2",NA
"204512_at","ENSG00000095951","protein_coding","HIVEP1",NA
"201651_s_at","ENSG00000100266","protein_coding","PACSIN2",NA
"201856_s_at","ENSG00000056097","protein_coding","ZFR",NA
"201857_at","ENSG00000056097","protein_coding","ZFR",NA
"202732_at","ENSG00000168734","protein_coding","PKIG",NA
"202501_at","ENSG00000166974","protein_coding","MAPRE2",NA
"203297_s_at","ENSG00000008083","protein_coding","JARID2",NA
"203298_s_at","ENSG00000008083","protein_coding","JARID2",NA
"200012_x_at","ENSG00000243181","processed_pseudogene","",NA
"200012_x_at","ENSG00000229605","processed_pseudogene","RPL21P93",NA
"202999_s_at","ENSG00000134013","protein_coding","LOXL2",NA
"202997_s_at","ENSG00000134013","protein_coding","LOXL2",NA
"202998_s_at","ENSG00000134013","protein_coding","LOXL2",NA
"204473_s_at","ENSG00000266373","processed_pseudogene","",NA
"202847_at","ENSG00000285241","protein_coding","PCK2",NA
"201710_at","ENSG00000101057","protein_coding","MYBL2",NA
"201014_s_at","ENSG00000254244","processed_pseudogene","PAICSP4",NA
"201217_x_at","ENSG00000209482","snoRNA","SNORD83A",NA
"202941_at","ENSG00000178127","protein_coding","NDUFV2",NA
"200042_at","ENSG00000100220","protein_coding","RTCB",NA
"201886_at","ENSG00000284796","protein_coding","DCAF11",NA
"200889_s_at","ENSG00000124783","protein_coding","SSR1",NA
"200891_s_at","ENSG00000124783","protein_coding","SSR1",NA
"201894_s_at","ENSG00000124783","protein_coding","SSR1",NA
"200890_s_at","ENSG00000124783","protein_coding","SSR1",NA
"204759_at","ENSG00000136161","protein_coding","RCBTB2",NA
"201020_at","ENSG00000128245","protein_coding","YWHAH",NA
"201347_x_at","ENSG00000137106","protein_coding","GRHPR",NA
"202751_at","ENSG00000100109","protein_coding","TFIP11",NA
"202750_s_at","ENSG00000100109","protein_coding","TFIP11",NA
"204174_at","ENSG00000132965","protein_coding","ALOX5AP",NA
"201417_at","ENSG00000124766","protein_coding","SOX4",NA
"201418_s_at","ENSG00000124766","protein_coding","SOX4",NA
"201416_at","ENSG00000124766","protein_coding","SOX4",NA
"202711_at","ENSG00000090776","protein_coding","EFNB1",NA
"200933_x_at","ENSG00000198034","protein_coding","RPS4X",NA
"204703_at","ENSG00000032742","protein_coding","IFT88",NA
"202962_at","ENSG00000197892","protein_coding","KIF13B",NA
"204079_at","ENSG00000128294","protein_coding","TPST2",NA
"200680_x_at","ENSG00000213707","processed_pseudogene","HMGB1P10",NA
"200814_at","ENSG00000284916","protein_coding","PSME1",NA
"200089_s_at","ENSG00000230207","processed_pseudogene","RPL4P5",NA
"202612_s_at","ENSG00000185753","protein_coding","CXorf38",NA
"200012_x_at","ENSG00000242571","processed_pseudogene","RPL21P11",NA
"202558_s_at","ENSG00000155304","protein_coding","HSPA13",NA
"202557_at","ENSG00000155304","protein_coding","HSPA13",NA
"203380_x_at","ENSG00000100650","protein_coding","SRSF5",NA
"203405_at","ENSG00000183527","protein_coding","PSMG1",NA
"201563_at","ENSG00000259479","transcribed_unprocessed_pseudogene","SORD2P",NA
"201562_s_at","ENSG00000259479","transcribed_unprocessed_pseudogene","SORD2P",NA
"201762_s_at","ENSG00000284889","protein_coding","PSME2",NA
"203261_at","ENSG00000104671","protein_coding","DCTN6",NA
"203405_at","ENSG00000185658","protein_coding","BRWD1",NA
"202313_at","ENSG00000221914","protein_coding","PPP2R2A",NA
"203988_s_at","ENSG00000033170","protein_coding","FUT8",NA
"202845_s_at","ENSG00000017797","protein_coding","RALBP1",NA
"202844_s_at","ENSG00000017797","protein_coding","RALBP1",NA
"202817_s_at","ENSG00000141380","protein_coding","SS18",NA
"202816_s_at","ENSG00000141380","protein_coding","SS18",NA
"202567_at","ENSG00000100028","protein_coding","SNRPD3",NA
"202567_at","ENSG00000286070","protein_coding","",NA
